"ID","Last Name","First Name","Grade Level","Enrollment Year","Graduation Year","Courses as a List","Course Grades as a List","Future Decision","SAT","ACT","Counselor Name"
"100521","Robinson","Destiny","9","2026","2030","[""English I KAP/GT"", ""Geometry KAP/GT"", ""Biology KAP/GT"", ""AP Human Geography"", ""Health Education (sem)"", ""French II"", ""Theater Arts I"", ""Theater Arts IV""]","[86, 90, 92, 98, 93, 94, 93, 98]","4 year college","","27","James Walker"
"100522","Torres","Hayden","12","2023","2027","[""English IV"", ""Financial Math-3rd math option"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Architectural Design II""]","[73, 80, 78, 68, 86, 83]","workforce","1046","","Priya Patel"
"100523","King","Darius","12","2023","2027","[""English IV"", ""Statistics"", ""Forensic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Theater Arts II"", ""Lifetime Nutrition & Wellness (sem .5 credit)""]","[82, 82, 77, 80, 82, 87, 89]","2 year college","969","17","Daniel Kim"
"100524","Kapoor","Riya","10","2025","2029","[""English II KAP/GT"", ""Algebra II KAP"", ""Biology KAP/GT"", ""AP World History GT-10th grade only"", ""Spanish III KAP"", ""Oral Interpretation II"", ""Technical Theater III""]","[85, 86, 81, 84, 93, 90, 98]","4 year college","","","Melissa Johnson"
"100525","Krishnan","Aryan","12","2023","2027","[""English IV"", ""Discrete Math for Problem Solving"", ""Forensic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Financial Mathematics (Math credit)""]","[89, 79, 88, 77, 83, 77]","2 year college","","","Robert Nguyen"
"100526","Robinson","Layla","11","2024","2028","[""English III"", ""Statistics"", ""Physics"", ""US History-11th grade"", ""Audio/Video Production II"", ""Fashion Design I"", ""Agricultural Mechanics and Metal Technologies""]","[82, 78, 72, 77, 68, 70, 76]","vocational school","1029","","Emily Garcia"
"100527","Jefferson","Jasmine","11","2024","2028","[""AP English III Language and Composition GT"", ""AP Statistics GT"", ""AP Biology GT"", ""AP US History GT-11th grade only"", ""AP Seminar"", ""Audio/Video Production II"", ""Oral Interpretation I"", ""Technical Theater III""]","[86, 90, 93, 97, 84, 90, 98, 92]","4 year college","1285","29","Michael Thompson"
"100528","Rivera","Kennedy","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Counseling & Mental Health""]","[80, 73, 84, 80, 75, 92]","2 year college","1219","","Sarah Martinez"
"100529","Reed","Jesse","9","2026","2030","[""English I KAP/GT"", ""Geometry KAP/GT"", ""Biology KAP/GT"", ""AP Human Geography"", ""Health Education (sem)"", ""Audio/Video Production II"", ""Spanish III KAP"", ""Peer Assistance Leadership I (application required)""]","[84, 87, 94, 92, 88, 89, 92, 91]","4 year college","1393","29","James Walker"
"100530","Cooper","Jesse","11","2024","2028","[""English III"", ""Statistics"", ""Physics"", ""US History-11th grade"", ""Jazz Band III"", ""Choir IV"", ""Debate I"", ""Lifetime Fitness & Wellness Pursuits (Boys)""]","[83, 92, 86, 86, 90, 88, 73, 84]","2 year college","1241","31","Priya Patel"
"100531","Robinson","Charlotte","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Dance I"", ""Oral Interpretation III""]","[83, 83, 79, 80, 86, 73, 82]","2 year college","1245","","Daniel Kim"
"100532","Ortiz","Rafael","11","2024","2028","[""English III"", ""Statistics"", ""Physics"", ""US History-11th grade"", ""Debate III"", ""Anatomy & Physiology"", ""Oral Interpretation II""]","[75, 74, 92, 84, 82, 91, 87]","vocational school","1115","","Melissa Johnson"
"100533","Huang","Jason","12","2023","2027","[""English IV"", ""Financial Math-3rd math option"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""PE Football-Boys"", ""Theater Arts IV""]","[72, 78, 76, 73, 65, 80, 73]","4 year college","901","13","Robert Nguyen"
"100534","Martin","Ethan","12","2023","2027","[""AP English IV Literature & Composition GT"", ""Multivariable Calculus KAP"", ""AP Environmental Science GT"", ""AP US Government GT (sem)-12th grade only"", ""AP Macro Economics GT (sem)-11th and 12th only"", ""AP Research""]","[95, 96, 90, 95, 83, 86]","4 year college","","","Emily Garcia"
"100535","Sanchez","Natalia","10","2025","2029","[""English II"", ""Geometry"", ""Biology"", ""World History-10th grade only"", ""PE Golf (Boys/Girls)"", ""Agricultural Mechanics and Metal Technologies""]","[73, 73, 74, 62, 69, 61]","vocational school","948","","Michael Thompson"
"100536","Wu","Jia","12","2023","2027","[""AP English IV Literature & Composition"", ""Precalculus"", ""AP Physics II"", ""AP US Government (sem)-12th grade only"", ""AP Macro Economics GT (sem)-12th grade only"", ""Debate III""]","[92, 86, 89, 85, 89, 92]","4 year college","","25","Sarah Martinez"
"100537","Nasser","Ramy","10","2025","2029","[""English II"", ""Geometry"", ""Chemistry"", ""World History-10th grade only"", ""Sports & Entertainment Marketing I (sem)"", ""Orchestra III"", ""AP Art History""]","[89, 92, 73, 83, 87, 76, 69]","4 year college","","25","James Walker"
"100538","Karimi","Fatima","10","2025","2029","[""English II"", ""Geometry"", ""Chemistry"", ""World History-10th grade only"", ""PE Swimming"", ""AP Business with Personal Finance"", ""Oral Interpretation I"", ""Sports & Entertainment Marketing II (sem)""]","[85, 76, 89, 90, 82, 72, 83, 90]","4 year college","","25","Priya Patel"
"100539","Zhang","Soo-Jin","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""PE Football-Boys"", ""Photojournalism (sem)"", ""Ceramics I""]","[90, 84, 85, 84, 87, 76, 82, 77]","2 year college","","","Daniel Kim"
"100540","Singh","Vikram","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""PE Football-Boys"", ""AP Business with Personal Finance""]","[72, 91, 73, 89, 73, 83, 73]","4 year college","","16","Melissa Johnson"
"100541","Kim","Yuki","12","2023","2027","[""English IV"", ""Statistics"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""AP Chinese IV Language and Culture""]","[77, 89, 78, 83, 75, 71]","4 year college","1145","20","Robert Nguyen"
"100542","Torres","Sam","11","2024","2028","[""English III"", ""Algebra II"", ""Environmental Systems"", ""US History-11th grade"", ""Audio/Video Production I"", ""Sports & Entertainment Marketing II (sem)"", ""Principles of Business, Marketing, & Finance"", ""Small Animal Management (sem .5 credit)""]","[87, 72, 87, 78, 82, 89, 85, 80]","4 year college","929","13","Emily Garcia"
"100543","Reddy","Meera","12","2023","2027","[""English IV"", ""Statistics"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Dance II"", ""Medical Terminology""]","[88, 74, 92, 82, 88, 90, 90]","4 year college","1187","","Michael Thompson"
"100544","Flores","Mariana","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Lifetime Fitness & Wellness Pursuits (Girls)"", ""PE Football-Boys""]","[82, 89, 87, 91, 84, 81, 87]","4 year college","1067","18","Sarah Martinez"
"100545","Williams","Charlotte","10","2025","2029","[""English II"", ""Geometry"", ""Chemistry"", ""World History-10th grade only"", ""Band IV"", ""Debate I"", ""American Sign Language III"", ""Foundations of Business Communication and Technologies""]","[85, 88, 88, 77, 88, 83, 73, 78]","2 year college","","19","James Walker"
"100546","Harris","Charlotte","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Medical Terminology""]","[81, 72, 79, 82, 77, 84]","4 year college","1110","24","Priya Patel"
"100547","Sanchez","Eduardo","11","2024","2028","[""AP English III Language and Composition"", ""AP Precalculus"", ""AP Physics I"", ""AP US History-11th grade only"", ""SAT and ACT Prep (College Readiness) (sem)"", ""Debate I"", ""Chinese II"", ""Audio/Video Production II""]","[87, 93, 76, 76, 86, 89, 84, 85]","4 year college","","29","Daniel Kim"
"100548","Harris","Marcus","12","2023","2027","[""AP English IV Literature & Composition"", ""Precalculus"", ""AP Physics II"", ""AP US Government (sem)-12th grade only"", ""AP Macro Economics GT (sem)-12th grade only"", ""Oral Interpretation II"", ""AP Business with Personal Finance"", ""Spanish III KAP""]","[91, 84, 94, 78, 76, 97, 84, 89]","4 year college","1194","","Melissa Johnson"
"100549","Thompson","Amelia","11","2024","2028","[""English III"", ""Algebra II"", ""Environmental Systems"", ""US History-11th grade"", ""French I"", ""Counseling & Mental Health"", ""Band I"", ""American Sign Language II""]","[80, 77, 83, 86, 78, 92, 73, 84]","4 year college","1069","21","Robert Nguyen"
"100550","Reyes","Diego","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""Financial Mathematics (Math credit)""]","[73, 75, 74, 85, 88, 89]","4 year college","","21","Emily Garcia"
"100551","Sanchez","Lucia","9","2026","2030","[""English I KAP/GT"", ""Geometry KAP/GT"", ""Biology KAP/GT"", ""AP Human Geography"", ""Health Education (sem)"", ""Spanish III""]","[81, 91, 86, 92, 98, 95]","4 year college","1456","35","Michael Thompson"
"100552","Ortiz","Luis","12","2023","2027","[""AP English IV Literature & Composition"", ""Precalculus"", ""AP Environmental Science"", ""AP US Government (sem)-12th grade only"", ""AP Macro Economics GT (sem)-12th grade only"", ""Professional Communications (sem)"", ""Journalism""]","[91, 86, 76, 87, 83, 86, 93]","4 year college","","28","Sarah Martinez"
"100553","Tanaka","Andrew","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Choir I"", ""Entrepreneurship""]","[86, 90, 88, 92, 97, 85]","4 year college","1331","","James Walker"
"100554","Bailey","Kennedy","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Computer Science I (LOTE credit)""]","[82, 83, 80, 86, 95, 92]","4 year college","1166","25","Priya Patel"
"100555","Cooper","Kennedy","11","2024","2028","[""English III"", ""Algebra II"", ""Environmental Systems"", ""US History-11th grade"", ""Lifetime Fitness & Wellness Pursuits (Boys)"", ""Medical Terminology""]","[66, 67, 62, 79, 60, 62]","workforce","816","","Daniel Kim"
"100556","Allen","Jordan","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""Drawing I"", ""Chinese II""]","[79, 93, 88, 79, 85, 83]","4 year college","","","Melissa Johnson"
"100557","Gutierrez","Sofia","11","2024","2028","[""English III"", ""Algebra II"", ""Environmental Systems"", ""US History-11th grade"", ""Fashion Design I"", ""Counseling & Mental Health""]","[58, 67, 58, 61, 60, 75]","workforce","900","13","Robert Nguyen"
"100558","Murphy","Riley","10","2025","2029","[""English II"", ""Geometry"", ""Chemistry"", ""World History-10th grade only"", ""Sports & Entertainment Marketing I (sem)"", ""American Sign Language III""]","[80, 78, 88, 80, 88, 72]","4 year college","1005","","Emily Garcia"
"100559","Bhatia","Pooja","12","2023","2027","[""AP English IV Literature & Composition"", ""Precalculus"", ""AP Physics II"", ""AP US Government (sem)-12th grade only"", ""AP Macro Economics GT (sem)-12th grade only"", ""American Sign Language II"", ""Foundations of Business Communication and Technologies"", ""Band I""]","[78, 94, 81, 88, 79, 94, 92, 93]","4 year college","1317","30","Michael Thompson"
"100560","Iyer","Pooja","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Debate III"", ""Spanish I"", ""Jazz Band III""]","[88, 82, 82, 88, 84, 82, 82, 92]","4 year college","1416","","Sarah Martinez"
"100561","Murphy","Sam","12","2023","2027","[""AP English IV Literature & Composition GT"", ""AP Calculus BC"", ""AP Physics C: Mechanics (Fall)"", ""AP US Government GT (sem)-12th grade only"", ""AP Macro Economics GT (sem)-11th and 12th only"", ""AP Spanish V Literature and Culture""]","[88, 82, 97, 91, 98, 89]","4 year college","1378","28","James Walker"
"100562","Chen","Hiro","10","2025","2029","[""English II"", ""Geometry"", ""Chemistry"", ""World History-10th grade only"", ""Jazz Band II"", ""French I"", ""Professional Communications (sem)"", ""Entrepreneurship""]","[75, 74, 78, 77, 82, 79, 77, 84]","4 year college","1223","","Priya Patel"
"100563","Saleh","Dina","10","2025","2029","[""English II"", ""Geometry"", ""Biology"", ""World History-10th grade only"", ""Jazz Band I"", ""Lifetime Fitness & Wellness Pursuits (Girls)"", ""Advanced Animal Science (Science credit)""]","[79, 57, 75, 80, 82, 69, 58]","workforce","1030","18","Daniel Kim"
"100564","Aziz","Nadia","11","2024","2028","[""English III"", ""Algebra II"", ""Environmental Systems"", ""US History-11th grade"", ""Dollars and Sense (sem .5 credit)"", ""Lifetime Nutrition & Wellness (sem .5 credit)"", ""Choir III"", ""Professional Communications (sem)""]","[57, 78, 67, 69, 70, 70, 66, 81]","2 year college","1048","25","Melissa Johnson"
"100565","Diaz","Carlos","12","2023","2027","[""English IV"", ""Accounting II"", ""Forensic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Ceramics I"", ""Principles of Health Science"", ""Small Animal Management (sem .5 credit)""]","[60, 74, 61, 62, 59, 56, 68, 71]","4 year college","","","Robert Nguyen"
"100566","Li","Soo-Jin","12","2023","2027","[""English IV"", ""Accounting II"", ""Environmental Systems"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""Fashion Design I""]","[79, 71, 69, 69, 61, 71]","4 year college","815","","Emily Garcia"
"100567","Krishnan","Vikram","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""American Sign Language I"", ""Technical Theater II"", ""Debate I""]","[83, 86, 91, 86, 84, 82, 96]","4 year college","1226","","Michael Thompson"
"100568","Morales","Diego","12","2023","2027","[""English IV"", ""Discrete Math for Problem Solving"", ""Aquatic Science"", ""US Government (sem)-12th grade only"", ""Economics (sem)-12th grade only"", ""AP Spanish IV Language and Culture"", ""Oral Interpretation I"", ""Anatomy & Physiology""]","[79, 87, 90, 87, 72, 74, 75, 84]","4 year college","1239","","Sarah Martinez"
"100569","Wang","Hiro","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""AP Chinese IV Language and Culture"", ""Choir III""]","[77, 86, 82, 85, 92, 85, 85]","2 year college","","","James Walker"
"100570","Moore","Andre","9","2026","2030","[""English I KAP"", ""Geometry KAP"", ""Biology KAP"", ""World Geography KAP"", ""Health Education (sem)"", ""Theater Arts III""]","[82, 94, 86, 79, 94, 87]","4 year college","1260","","Priya Patel"
"100571","Krishnan","Kavya","10","2025","2029","[""English II KAP"", ""Algebra II KAP"", ""Chemistry KAP"", ""World History KAP-10th grade only"", ""American Sign Language II"", ""Social Media Marketing (sem)""]","[91, 86, 76, 86, 87, 92]","4 year college","1117","23","Daniel Kim"
"100572","Scott","Aaliyah","9","2026","2030","[""English I"", ""Algebra I"", ""Integrated Physics & Chemistry"", ""World Geography"", ""Health Education (sem)"", ""AP Spanish IV Language and Culture""]","[75, 88, 77, 79, 74, 78]","4 year college","1131","","Melissa Johnson"
"100573","Lee","Steven","11","2024","2028","[""English III"", ""Statistics"", ""Aquatic Science"", ""US History-11th grade"", ""Chinese III KAP"", ""Spanish III KAP""]","[80, 79, 79, 73, 84, 72]","4 year college","1277","","Robert Nguyen"
"100574","Hernandez","Natalia","12","2023","2027","[""AP English IV Literature & Composition GT"", ""Multivariable Calculus KAP"", ""AP Environmental Science GT"", ""AP US Government GT (sem)-12th grade only"", ""AP Macro Economics GT (sem)-11th and 12th only"", ""AP Research""]","[92, 95, 92, 95, 85, 97]","4 year college","","27","Emily Garcia"
